iter	Passed	Remaining
427	1980	44283
428	1984	44264
429	1987	44241
430	1992	44230
431	1996	44217
432	2000	44200
433	2004	44174
434	2008	44167
435	2012	44140
436	2016	44121
437	2019	44089
438	2023	44072
439	2027	44044
440	2030	44020
441	2035	44010
442	2039	43996
443	2042	43967
444	2046	43950
445	2050	43925
446	2054	43916
447	2058	43899
448	2066	43952
449	2071	43960
450	2075	43941
451	2080	43954
452	2085	43947
453	2089	43927
454	2092	43904
455	2096	43881
456	2099	43849
457	2103	43833
458	2108	43825
459	2112	43802
460	2115	43775
461	2119	43756
462	2123	43744
463	2127	43723
464	2131	43699
465	2139	43768
466	2147	43830
467	2153	43854
468	2159	43876
469	2165	43909
470	2169	43900
471	2173	43882
472	2177	43853
473	2181	43843
474	2185	43823
475	2189	43806
476	2193	43786
477	2197	43769
478	2200	43747
479	2204	43730
480	2208	43704
481	2212	43692
482	2216	43669
483	2221	43672
484	2224	43645
485	2229	43647
486	2234	43650
487	2238	43634
488	2243	43630
489	2247	43611
490	2251	43601
491	2255	43584
492	2262	43636
493	2271	43708
494	2275	43703
495	2279	43677
496	2283	43662
497	2287	43641
498	2291	43623
499	2294	43601
500	2298	43586
501	2302	43565
502	2306	43541
503	2309	43514
504	2312	43487
505	2317	43486
506	2321	43460
507	2325	43444
508	2328	43418
509	2332	43404
510	2336	43390
511	2340	43370
512	2343	43345
513	2348	43336
514	2351	43313
515	2355	43296
516	2359	43274
517	2363	43266
518	2367	43244
519	2371	43238
520	2375	43223
521	2380	43217
522	2384	43202
523	2388	43194
524	2392	43170
525	2396	43167
526	2400	43146
527	2403	43120
528	2407	43099
529	2411	43084
530	2414	43064
531	2418	43043
532	2421	43017
533	2426	43007
534	2429	42990
535	2433	42966
536	2437	42952
537	2440	42928
538	2444	42906
539	2448	42885
540	2452	42878
541	2456	42868
542	2460	42854
543	2464	42840
544	2468	42820
545	2471	42796
546	2475	42780
547	2479	42770
548	2483	42755
549	2487	42736
550	2491	42718
551	2494	42700
552	2499	42697
553	2503	42683
554	2507	42674
555	2512	42677
556	2516	42662
557	2520	42649
558	2525	42645
559	2529	42636
560	2533	42621
561	2537	42611
562	2541	42606
563	2554	42734
564	2566	42856
565	2576	42945
566	2582	42963
567	2586	42950
568	2595	43023
569	2599	43011
570	2603	42995
571	2607	42977
572	2611	42965
573	2615	42945
574	2619	42932
575	2622	42911
576	2627	42904
577	2630	42886
578	2635	42881
579	2639	42868
580	2643	42853
581	2648	42851
582	2652	42842
583	2659	42878
584	2664	42874
585	2668	42872
586	2673	42875
587	2678	42872
588	2682	42868
589	2689	42888
590	2693	42881
591	2698	42888
592	2708	42962
593	2715	42997
594	2720	43009
595	2726	43015
596	2730	42999
597	2733	42974
598	2738	42973
599	2743	42979
600	2747	42961
601	2751	42948
602	2755	42946
603	2759	42930
604	2764	42926
605	2768	42917
606	2772	42897
607	2776	42884
608	2780	42870
609	2784	42857
610	2788	42844
611	2792	42829
612	2795	42807
613	2799	42790
614	2803	42780
615	2806	42759
616	2810	42738
617	2814	42724
618	2818	42712
619	2822	42703
620	2826	42688
621	2831	42691
622	2839	42736
623	2845	42751
624	2851	42777
625	2858	42800
626	2863	42804
627	2870	42834
628	2874	42819
629	2877	42797
630	2881	42777
631	2884	42760
632	2888	42742
633	2892	42724
634	2895	42706
635	2899	42693
636	2903	42677
637	2907	42659
638	2910	42635
639	2913	42613
640	2917	42603
641	2924	42622
642	2931	42656
643	2937	42678
644	2943	42697
645	2952	42745
646	2956	42739
647	2960	42723
648	2963	42705
649	2967	42690
650	2971	42677
651	2975	42655
652	2978	42635
653	2982	42625
654	2986	42604
655	2989	42581
656	2993	42567
657	2997	42563
658	3002	42561
659	3008	42574
660	3012	42564
661	3017	42557
662	3021	42547
663	3024	42525
664	3029	42524
665	3033	42515
666	3037	42497
667	3040	42481
668	3044	42470
669	3048	42456
670	3053	42446
671	3063	42529
672	3068	42530
673	3072	42514
674	3077	42511
675	3081	42499
676	3085	42485
677	3088	42463
678	3092	42451
679	3096	42435
680	3100	42421
681	3103	42400
682	3107	42383
683	3110	42369
684	3115	42359
685	3118	42340
686	3122	42331
687	3126	42321
688	3130	42307
689	3135	42303
690	3139	42289
691	3142	42274
692	3146	42263
693	3150	42248
694	3154	42232
695	3158	42215
696	3162	42211
697	3166	42198
698	3170	42182
699	3173	42168
700	3181	42210
701	3188	42225
702	3195	42259
703	3199	42247
704	3203	42237
705	3207	42219
706	3212	42221
707	3216	42209
708	3220	42197
709	3223	42183
710	3229	42195
711	3234	42192
712	3239	42197
713	3245	42207
714	3250	42214
715	3254	42202
716	3259	42199
717	3262	42180
718	3266	42168
719	3270	42148
720	3274	42145
721	3278	42131
722	3282	42119
723	3285	42100
724	3289	42088
725	3293	42076
726	3297	42060
727	3300	42041
728	3305	42038
729	3309	42021
730	3313	42012
731	3316	41992
732	3320	41978
733	3323	41958
734	3327	41941
735	3330	41925
736	3334	41912
737	3338	41894
738	3341	41878
739	3345	41861
740	3349	41848
741	3352	41833
742	3356	41818
743	3359	41799
744	3363	41780
745	3366	41766
746	3372	41772
747	3382	41834
748	3388	41854
749	3393	41856
750	3397	41841
751	3401	41834
752	3406	41834
753	3411	41834
754	3415	41817
755	3419	41807
756	3422	41792
757	3427	41786
758	3431	41779
759	3435	41767
760	3439	41754
761	3443	41745
762	3448	41744
763	3453	41751
764	3457	41742
765	3461	41729
766	3465	41712
767	3470	41713
768	3473	41701
769	3477	41682
770	3480	41667
771	3484	41654
772	3487	41634
773	3491	41619
774	3495	41602
775	3498	41588
776	3504	41593
777	3507	41581
778	3513	41590
779	3519	41597
780	3525	41613
781	3531	41623
782	3536	41627
783	3540	41622
784	3547	41649
785	3552	41639
786	3555	41627
787	3559	41615
788	3563	41605
789	3568	41599
790	3572	41594
791	3576	41578
792	3579	41563
793	3584	41560
794	3588	41550
795	3592	41538
796	3596	41523
797	3599	41509
798	3603	41497
799	3607	41484
800	3610	41468
801	3615	41462
802	3620	41468
803	3626	41475
804	3631	41478
805	3636	41480
806	3642	41493
807	3647	41490
808	3653	41507
809	3657	41495
810	3661	41486
811	3666	41482
812	3671	41487
813	3676	41494
814	3684	41527
815	3689	41525
816	3693	41509
817	3697	41498
818	3701	41488
819	3706	41491
820	3710	41482
821	3714	41473
822	3718	41469
823	3722	41449
824	3726	41440
825	3730	41429
826	3733	41415
827	3737	41399
828	3741	41389
829	3744	41372
830	3748	41360
831	3752	41346
832	3755	41328
833	3758	41310
834	3762	41300
835	3766	41283
836	3769	41268
837	3773	41258
838	3777	41248
839	3781	41234
840	3784	41217
841	3787	41199
842	3791	41184
843	3795	41170
844	3798	41159
845	3802	41143
846	3806	41137
847	3810	41125
848	3814	41112
849	3817	41097
850	3821	41081
851	3824	41066
852	3828	41057
853	3832	41046
854	3836	41029
855	3840	41024
856	3844	41015
857	3850	41027
858	3857	41046
859	3862	41047
860	3865	41030
861	3869	41019
862	3873	41005
863	3876	40993
864	3880	40980
865	3883	40964
866	3887	40947
867	3890	40932
868	3894	40921
869	3897	40904
870	3901	40891
871	3904	40875
872	3908	40862
873	3912	40848
874	3915	40834
875	3919	40825
876	3923	40810
877	3927	40800
878	3930	40784
879	3933	40770
880	3937	40752
881	3940	40737
882	3944	40725
883	3947	40707
884	3950	40691
885	3954	40679
886	3958	40667
887	3963	40674
888	3969	40684
889	3975	40694
890	3984	40738
891	3995	40792
892	4002	40819
893	4009	40835
894	4016	40865
895	4027	40926
896	4037	40978
897	4047	41029
898	4059	41091
899	4066	41118
900	4072	41128
901	4079	41146
902	4084	41147
903	4090	41159
904	4097	41179
905	4105	41204
906	4114	41246
907	4121	41272
908	4129	41303
909	4135	41312
910	4143	41335
911	4149	41349
912	4153	41339
913	4157	41331
914	4161	41317
915	4164	41303
916	4168	41287
917	4172	41279
918	4175	41264
919	4179	41248
920	4182	41232
921	4186	41222
922	4190	41211
923	4194	41199
924	4197	41182
925	4200	41164
926	4204	41155
927	4208	41145
928	4212	41130
929	4215	41113
930	4219	41098
931	4223	41088
932	4226	41073
933	4230	41061
934	4233	41044
935	4237	41036
936	4241	41021
937	4244	41004
938	4247	40990
939	4252	40983
940	4256	40974
941	4260	40969
942	4263	40952
943	4267	40934
944	4270	40923
945	4274	40909
946	4277	40892
947	4280	40876
948	4284	40864
949	4288	40851
950	4291	40837
951	4295	40823
952	4298	40810
953	4302	40796
954	4305	40779
955	4308	40762
956	4312	40747
957	4315	40731
958	4319	40718
959	4323	40710
960	4326	40693
961	4329	40678
962	4333	40664
963	4337	40653
964	4340	40639
965	4344	40625
966	4347	40613
967	4351	40605
968	4354	40587
969	4358	40571
970	4361	40556
971	4365	40550
972	4369	40536
973	4373	40525
974	4376	40512
975	4380	40505
976	4384	40497
977	4388	40485
978	4392	40475
979	4398	40481
980	4402	40472
981	4406	40462
982	4409	40449
983	4413	40442
984	4417	40429
985	4421	40422
986	4425	40412
987	4429	40403
988	4433	40390
989	4436	40379
990	4440	40366
991	4446	40376
992	4454	40405
993	4460	40414
994	4466	40422
995	4470	40415
996	4474	40402
997	4478	40396
998	4482	40387
999	4486	40378
1000	4489	40364
1001	4494	40360
1002	4499	40364
1003	4503	40354
1004	4507	40342
1005	4511	40335
1006	4515	40328
1007	4519	40317
1008	4523	40304
1009	4527	40298
1010	4531	40288
1011	4534	40276
1012	4538	40263
1013	4542	40256
1014	4546	40248
1015	4550	40237
1016	4554	40227
1017	4557	40215
1018	4561	40202
1019	4565	40193
1020	4568	40179
1021	4572	40165
1022	4576	40156
1023	4579	40144
1024	4583	40130
1025	4587	40121
1026	4590	40110
1027	4595	40104
1028	4598	40094
1029	4602	40083
1030	4606	40069
1031	4610	40061
1032	4613	40049
1033	4617	40039
1034	4621	40032
1035	4625	40022
1036	4628	40008
1037	4632	39997
1038	4636	39989
1039	4641	39987
1040	4645	39976
1041	4648	39966
1042	4652	39955
1043	4656	39943
1044	4659	39932
1045	4663	39918
1046	4667	39911
1047	4671	39907
1048	4675	39898
1049	4681	39900
1050	4688	39921
1051	4696	39949
1052	4707	40000
1053	4713	40009
1054	4721	40030
1055	4725	40021
1056	4728	40010
1057	4732	40001
1058	4736	39992
1059	4740	39984
1060	4744	39976
1061	4749	39969
1062	4753	39966
1063	4757	39957
1064	4761	39944
1065	4765	39941
1066	4769	39930
1067	4773	39921
1068	4777	39914
1069	4782	39913
1070	4787	39910
1071	4790	39897
1072	4794	39886
1073	4797	39871
1074	4800	39857
1075	4804	39843
1076	4807	39832
1077	4810	39817
1078	4814	39807
1079	4818	39794
1080	4822	39789
1081	4825	39775
1082	4830	39772
1083	4834	39768
1084	4838	39756
1085	4841	39743
1086	4845	39729
1087	4848	39718
1088	4852	39704
1089	4855	39690
1090	4858	39677
1091	4862	39662
1092	4865	39647
1093	4868	39636
1094	4873	39630
1095	4876	39619
1096	4880	39607
1097	4883	39594
1098	4887	39582
1099	4890	39569
1100	4894	39557
1101	4897	39543
1102	4901	39534
1103	4904	39520
1104	4908	39510
1105	4912	39501
1106	4915	39491
1107	4919	39478
1108	4923	39473
1109	4927	39464
1110	4931	39455
1111	4935	39446
1112	4940	39445
1113	4943	39436
1114	4948	39430
1115	4952	39422
1116	4956	39415
1117	4960	39412
1118	4965	39405
1119	4968	39394
1120	4973	39389
1121	4977	39385
1122	4982	39382
1123	4988	39393
1124	5003	39471
1125	5008	39471
1126	5013	39474
1127	5018	39468
1128	5021	39459
1129	5026	39456
1130	5031	39452
1131	5035	39447
1132	5039	39442
1133	5044	39441
1134	5048	39428
1135	5052	39424
1136	5056	39412
1137	5061	39412
1138	5064	39398
1139	5069	39397
1140	5073	39394
1141	5078	39387
1142	5081	39379
1143	5085	39368
1144	5089	39361
1145	5093	39353
1146	5097	39345
1147	5101	39337
1148	5105	39331
1149	5109	39323
1150	5114	39316
1151	5118	39311
1152	5122	39307
1153	5126	39296
1154	5130	39286
1155	5133	39272
1156	5137	39264
1157	5142	39262
1158	5145	39253
1159	5149	39241
1160	5154	39241
1161	5158	39231
1162	5161	39220
1163	5165	39208
1164	5169	39205
1165	5173	39199
1166	5177	39190
1167	5181	39177
1168	5185	39174
1169	5189	39165
1170	5193	39159
1171	5197	39150
1172	5201	39145
1173	5206	39145
1174	5210	39137
1175	5214	39129
1176	5219	39123
1177	5223	39120
1178	5227	39114
1179	5235	39135
1180	5243	39151
1181	5247	39149
1182	5251	39139
1183	5255	39132
1184	5259	39121
1185	5262	39112
1186	5266	39100
1187	5270	39090
1188	5273	39079
1189	5276	39067
1190	5280	39057
1191	5284	39048
1192	5288	39037
1193	5291	39024
1194	5295	39017
1195	5299	39012
1196	5303	39006
1197	5307	38998
1198	5311	38987
1199	5315	38978
1200	5319	38969
1201	5322	38955
1202	5325	38943
1203	5329	38934
1204	5333	38926
1205	5336	38914
1206	5340	38902
1207	5343	38890
1208	5347	38883
1209	5351	38872
1210	5354	38861
1211	5358	38850
1212	5361	38838
1213	5365	38830
1214	5368	38819
1215	5372	38806
1216	5375	38795
1217	5379	38784
1218	5382	38772
1219	5385	38761
1220	5389	38749
1221	5392	38737
1222	5396	38730
1223	5399	38716
1224	5404	38711
1225	5408	38704
1226	5413	38706
1227	5418	38709
1228	5424	38714
1229	5430	38718
1230	5435	38716
1231	5439	38713
1232	5443	38706
1233	5447	38698
1234	5451	38688
1235	5454	38679
1236	5458	38667
1237	5462	38657
1238	5466	38654
1239	5471	38650
1240	5475	38644
1241	5479	38642
1242	5485	38643
1243	5488	38633
1244	5493	38630
1245	5497	38623
1246	5501	38617
1247	5504	38604
1248	5508	38596
1249	5512	38587
1250	5516	38577
1251	5520	38571
1252	5524	38567
1253	5528	38558
1254	5533	38554
1255	5537	38547
1256	5541	38541
1257	5544	38532
1258	5549	38528
1259	5553	38518
1260	5557	38513
1261	5562	38515
1262	5566	38506
1263	5569	38494
1264	5573	38486
1265	5577	38480
1266	5581	38471
1267	5584	38459
1268	5588	38452
1269	5593	38449
1270	5597	38443
1271	5601	38433
1272	5605	38429
1273	5609	38423
1274	5613	38413
1275	5617	38406
1276	5621	38399
1277	5626	38398
1278	5630	38390
1279	5634	38384
1280	5638	38375
1281	5642	38369
1282	5646	38360
1283	5650	38355
1284	5654	38349
1285	5658	38341
1286	5662	38334
1287	5666	38326
1288	5669	38315
1289	5674	38312
1290	5678	38303
1291	5681	38294
1292	5685	38283
1293	5688	38273
1294	5692	38265
1295	5696	38254
1296	5699	38246
1297	5703	38234
1298	5707	38230
1299	5710	38219
1300	5714	38212
1301	5718	38201
1302	5722	38195
1303	5726	38188
1304	5730	38182
1305	5734	38172
1306	5738	38167
1307	5741	38156
1308	5745	38148
1309	5749	38136
1310	5753	38130
1311	5756	38121
1312	5760	38112
1313	5763	38101
1314	5767	38090
1315	5771	38083
1316	5775	38075
1317	5778	38066
1318	5781	38054
1319	5785	38045
1320	5789	38036
1321	5793	38028
1322	5796	38018
1323	5801	38017
1324	5806	38013
1325	5809	38005
1326	5813	37994
1327	5817	37987
1328	5820	37977
1329	5825	37976
1330	5830	37977
1331	5835	37972
1332	5838	37964
1333	5842	37957
1334	5846	37949
1335	5851	37944
1336	5855	37937
1337	5858	37928
1338	5862	37921
1339	5866	37912
1340	5869	37902
1341	5873	37894
1342	5877	37884
1343	5881	37877
1344	5885	37869
1345	5888	37859
1346	5891	37847
1347	5895	37841
1348	5899	37830
1349	5903	37823
1350	5907	37818
1351	5910	37809
1352	5914	37802
1353	5918	37791
1354	5922	37784
1355	5925	37774
1356	5929	37765
1357	5932	37755
1358	5937	37751
1359	5940	37741
1360	5944	37733
1361	5948	37724
1362	5952	37721
1363	5956	37712
1364	5960	37707
1365	5964	37697
1366	5968	37692
1367	5971	37682
1368	5976	37677
1369	5979	37668
1370	5984	37665
1371	5987	37654
1372	5992	37651
1373	5995	37640
1374	6000	37637
1375	6004	37635
1376	6011	37645
1377	6019	37665
1378	6026	37675
1379	6034	37691
1380	6039	37692
1381	6049	37725
1382	6055	37731
1383	6059	37721
1384	6063	37717
1385	6067	37707
1386	6071	37702
1387	6075	37693
1388	6079	37687
1389	6082	37678
1390	6086	37670
1391	6090	37661
1392	6093	37651
1393	6097	37646
1394	6101	37638
1395	6105	37629
1396	6108	37620
1397	6112	37610
1398	6116	37601
1399	6119	37593
1400	6123	37586
1401	6127	37580
1402	6131	37571
1403	6135	37563
1404	6138	37553
1405	6142	37548
1406	6147	37543
1407	6151	37537
1408	6154	37527
1409	6158	37520
1410	6163	37516
1411	6167	37509
1412	6170	37499
1413	6174	37492
1414	6178	37485
1415	6182	37479
1416	6185	37468
1417	6189	37461
1418	6193	37453
1419	6197	37447
1420	6201	37442
1421	6205	37434
1422	6209	37426
1423	6213	37420
1424	6216	37410
1425	6221	37408
1426	6225	37402
1427	6229	37396
1428	6233	37385
1429	6236	37378
1430	6240	37369
1431	6244	37363
1432	6248	37355
1433	6252	37346
1434	6256	37340
1435	6260	37333
1436	6263	37324
1437	6267	37314
1438	6270	37304
1439	6274	37295
1440	6277	37288
1441	6281	37277
1442	6284	37269
1443	6288	37260
1444	6292	37255
1445	6296	37246
1446	6299	37236
1447	6303	37226
1448	6306	37216
1449	6310	37208
1450	6313	37200
1451	6317	37193
1452	6321	37184
1453	6325	37179
1454	6329	37173
1455	6334	37170
1456	6338	37162
1457	6343	37162
1458	6347	37157
1459	6351	37149
1460	6354	37141
1461	6358	37135
1462	6362	37127
1463	6366	37120
1464	6371	37119
1465	6376	37117
1466	6380	37114
1467	6385	37112
1468	6389	37108
1469	6396	37118
1470	6405	37141
1471	6412	37147
1472	6416	37147
1473	6422	37146
1474	6425	37136
1475	6430	37134
1476	6433	37126
1477	6438	37126
1478	6442	37117
1479	6446	37109
1480	6449	37100
1481	6453	37092
1482	6457	37083
1483	6460	37075
1484	6464	37065
1485	6467	37054
1486	6471	37046
1487	6474	37036
1488	6478	37033
1489	6483	37028
1490	6487	37023
1491	6492	37022
1492	6496	37018
1493	6501	37015
1494	6505	37010
1495	6509	37004
1496	6515	37008
1497	6519	37004
1498	6524	37002
1499	6528	36996
1500	6531	36985
1501	6535	36975
1502	6539	36971
1503	6543	36963
1504	6546	36953
1505	6550	36945
1506	6554	36940
1507	6558	36934
1508	6562	36924
1509	6565	36914
1510	6570	36911
1511	6574	36905
1512	6577	36895
1513	6580	36886
1514	6585	36882
1515	6589	36874
1516	6592	36865
1517	6596	36856
1518	6601	36860
1519	6606	36859
1520	6612	36861
1521	6617	36863
1522	6622	36860
1523	6628	36865
1524	6632	36860
1525	6636	36854
1526	6640	36845
1527	6643	36835
1528	6647	36827
1529	6651	36822
1530	6655	36814
1531	6658	36805
1532	6662	36796
1533	6666	36790
1534	6669	36781
1535	6673	36772
1536	6677	36765
1537	6680	36755
1538	6684	36746
1539	6687	36738
1540	6691	36731
1541	6694	36721
1542	6699	36721
1543	6703	36712
1544	6707	36707
1545	6711	36698
1546	6715	36695
1547	6719	36686
1548	6723	36680
1549	6727	36674
1550	6731	36667
1551	6734	36659
1552	6739	36655
1553	6742	36647
1554	6746	36641
1555	6750	36633
1556	6754	36625
1557	6757	36616
1558	6761	36611
1559	6765	36604
1560	6771	36609
1561	6775	36601
1562	6779	36593
1563	6782	36585
1564	6786	36578
1565	6790	36571
1566	6794	36567
1567	6799	36563
1568	6803	36558
1569	6807	36553
1570	6811	36546
1571	6815	36542
1572	6819	36533
1573	6823	36526
1574	6826	36518
1575	6831	36513
1576	6834	36506
1577	6838	36499
1578	6842	36490
1579	6846	36484
1580	6850	36477
1581	6853	36467
1582	6857	36461
1583	6861	36453
1584	6864	36444
1585	6868	36435
1586	6871	36426
1587	6874	36417
1588	6878	36407
1589	6881	36398
1590	6884	36389
1591	6888	36381
1592	6891	36371
1593	6895	36363
1594	6900	36360
1595	6903	36352
1596	6907	36344
1597	6911	36341
1598	6915	36333
1599	6918	36323
1600	6922	36316
1601	6926	36308
1602	6930	36301
1603	6933	36293
1604	6937	36285
1605	6940	36276
1606	6944	36269
1607	6947	36259
1608	6953	36263
1609	6957	36255
1610	6960	36246
1611	6964	36241
1612	6968	36235
1613	6972	36227
1614	6975	36218
1615	6979	36209
1616	6982	36201
1617	6986	36192
1618	6990	36185
1619	6993	36177
1620	6997	36169
1621	7000	36158
1622	7003	36149
1623	7007	36140
1624	7010	36132
1625	7014	36126
1626	7019	36123
1627	7023	36116
1628	7027	36112
1629	7038	36141
1630	7043	36143
1631	7047	36136
1632	7051	36127
1633	7054	36120
1634	7058	36110
1635	7061	36102
1636	7065	36093
1637	7068	36085
1638	7071	36074
1639	7075	36065
1640	7078	36057
1641	7082	36049
1642	7085	36040
1643	7089	36032
1644	7092	36025
1645	7096	36014
1646	7100	36009
1647	7103	36000
1648	7107	35991
1649	7110	35982
1650	7113	35973
1651	7117	35966
1652	7120	35958
1653	7125	35953
1654	7129	35946
1655	7132	35939
1656	7136	35930
1657	7139	35923
1658	7143	35916
1659	7147	35908
1660	7150	35900
1661	7154	35891
1662	7158	35884
1663	7161	35877
1664	7165	35871
1665	7169	35864
1666	7172	35856
1667	7176	35848
1668	7180	35840
1669	7183	35831
1670	7187	35827
1671	7191	35820
1672	7195	35816
1673	7201	35816
1674	7206	35817
1675	7211	35817
1676	7217	35818
1677	7221	35813
1678	7227	35818
1679	7231	35811
1680	7234	35803
1681	7238	35795
1682	7241	35787
1683	7245	35781
1684	7249	35774
1685	7252	35764
1686	7256	35757
1687	7260	35750
