iter	Passed	Remaining
1688	7263	35740
1689	7266	35731
1690	7270	35723
1691	7273	35715
1692	7277	35706
1693	7280	35697
1694	7284	35690
1695	7287	35680
1696	7290	35672
1697	7294	35665
1698	7297	35655
1699	7301	35648
1700	7305	35642
1701	7308	35633
1702	7312	35627
1703	7316	35622
1704	7320	35614
1705	7323	35605
1706	7327	35599
1707	7331	35591
1708	7335	35585
1709	7338	35577
1710	7342	35569
1711	7346	35564
1712	7349	35556
1713	7353	35548
1714	7356	35540
1715	7360	35532
1716	7364	35524
1717	7367	35516
1718	7371	35509
1719	7374	35500
1720	7377	35491
1721	7381	35483
1722	7385	35478
1723	7389	35471
1724	7393	35466
1725	7396	35456
1726	7399	35448
1727	7403	35438
1728	7406	35429
1729	7410	35424
1730	7414	35418
1731	7418	35412
1732	7422	35406
1733	7425	35397
1734	7428	35389
1735	7432	35383
1736	7436	35376
1737	7440	35368
1738	7443	35360
1739	7447	35353
1740	7450	35346
1741	7454	35337
1742	7457	35329
1743	7461	35322
1744	7465	35315
1745	7469	35309
1746	7472	35302
1747	7476	35295
1748	7480	35287
1749	7483	35281
1750	7487	35273
1751	7491	35266
1752	7494	35258
1753	7498	35252
1754	7501	35243
1755	7505	35235
1756	7508	35227
1757	7512	35218
1758	7515	35212
1759	7519	35204
1760	7522	35195
1761	7526	35188
1762	7529	35179
1763	7532	35170
1764	7536	35164
1765	7540	35159
1766	7544	35152
1767	7548	35144
1768	7551	35138
1769	7555	35130
1770	7558	35122
1771	7562	35115
1772	7566	35109
1773	7570	35102
1774	7573	35095
1775	7577	35087
1776	7580	35080
1777	7584	35073
1778	7588	35067
1779	7592	35061
1780	7596	35055
1781	7600	35049
1782	7603	35040
1783	7607	35036
1784	7611	35031
1785	7615	35025
1786	7619	35019
1787	7623	35014
1788	7627	35007
1789	7631	35004
1790	7635	34996
1791	7639	34989
1792	7642	34981
1793	7646	34977
1794	7650	34972
1795	7655	34968
1796	7658	34960
1797	7663	34956
1798	7666	34949
1799	7670	34943
1800	7673	34935
1801	7678	34930
1802	7681	34923
1803	7685	34918
1804	7689	34912
1805	7693	34907
1806	7697	34901
1807	7701	34895
1808	7705	34888
1809	7709	34882
1810	7712	34876
1811	7716	34870
1812	7720	34861
1813	7723	34854
1814	7727	34846
1815	7730	34839
1816	7734	34835
1817	7738	34827
1818	7742	34821
1819	7746	34815
1820	7750	34810
1821	7754	34803
1822	7757	34798
1823	7761	34791
1824	7765	34786
1825	7769	34779
1826	7773	34774
1827	7777	34768
1828	7781	34763
1829	7785	34756
1830	7789	34753
1831	7796	34762
1832	7802	34764
1833	7808	34766
1834	7814	34772
1835	7819	34771
1836	7824	34769
1837	7828	34765
1838	7832	34758
1839	7837	34755
1840	7841	34750
1841	7845	34747
1842	7849	34740
1843	7853	34734
1844	7856	34726
1845	7861	34723
1846	7864	34716
1847	7868	34709
1848	7871	34701
1849	7876	34697
1850	7880	34692
1851	7885	34694
1852	7889	34687
1853	7893	34683
1854	7897	34676
1855	7901	34670
1856	7904	34662
1857	7909	34658
1858	7912	34651
1859	7916	34645
1860	7919	34636
1861	7923	34630
1862	7927	34623
1863	7931	34617
1864	7934	34609
1865	7938	34603
1866	7942	34597
1867	7945	34590
1868	7949	34583
1869	7952	34576
1870	7957	34571
1871	7961	34565
1872	7964	34559
1873	7968	34553
1874	7972	34547
1875	7976	34540
1876	7980	34535
1877	7983	34529
1878	7988	34525
1879	7992	34522
1880	7996	34516
1881	8000	34509
1882	8004	34504
1883	8008	34498
1884	8012	34496
1885	8023	34519
1886	8029	34521
1887	8033	34518
1888	8037	34513
1889	8041	34507
1890	8044	34498
1891	8048	34490
1892	8051	34481
1893	8055	34474
1894	8059	34470
1895	8062	34461
1896	8066	34454
1897	8070	34448
1898	8073	34442
1899	8077	34434
1900	8080	34428
1901	8084	34421
1902	8088	34413
1903	8092	34408
1904	8095	34401
1905	8098	34392
1906	8102	34384
1907	8105	34376
1908	8109	34368
1909	8112	34361
1910	8115	34352
1911	8119	34344
1912	8122	34338
1913	8126	34333
1914	8131	34329
1915	8134	34322
1916	8139	34318
1917	8142	34311
1918	8146	34305
1919	8150	34298
1920	8154	34295
1921	8159	34292
1922	8164	34290
1923	8168	34289
1924	8174	34288
1925	8178	34285
1926	8183	34282
1927	8188	34285
1928	8194	34285
1929	8199	34284
1930	8207	34294
1931	8211	34291
1932	8218	34296
1933	8229	34322
1934	8242	34352
1935	8253	34378
1936	8258	34375
1937	8266	34386
1938	8273	34394
1939	8277	34389
1940	8282	34386
1941	8286	34381
1942	8289	34374
1943	8293	34366
1944	8296	34361
1945	8300	34354
1946	8305	34350
1947	8309	34347
1948	8313	34342
1949	8317	34337
1950	8321	34332
1951	8326	34329
1952	8330	34324
1953	8335	34322
1954	8339	34319
1955	8343	34314
1956	8347	34308
1957	8352	34307
1958	8356	34299
1959	8360	34293
1960	8363	34286
1961	8368	34282
1962	8371	34276
1963	8375	34269
1964	8379	34262
1965	8383	34259
1966	8387	34252
1967	8392	34252
1968	8398	34257
1969	8404	34259
1970	8410	34262
1971	8416	34264
1972	8423	34268
1973	8428	34267
1974	8432	34264
1975	8436	34259
1976	8441	34255
1977	8444	34248
1978	8448	34242
1979	8452	34235
1980	8455	34227
1981	8459	34220
1982	8462	34214
1983	8466	34208
1984	8470	34200
1985	8473	34192
1986	8476	34184
1987	8481	34181
1988	8485	34175
1989	8489	34170
1990	8493	34164
1991	8497	34162
1992	8501	34156
1993	8505	34149
1994	8509	34143
1995	8512	34136
1996	8516	34129
1997	8520	34123
1998	8523	34116
1999	8527	34109
2000	8530	34101
2001	8534	34096
2002	8538	34089
2003	8542	34084
2004	8546	34078
2005	8550	34073
2006	8553	34065
2007	8557	34058
2008	8560	34051
2009	8564	34045
2010	8568	34039
2011	8571	34031
2012	8575	34026
2013	8579	34020
2014	8583	34013
2015	8587	34008
2016	8591	34003
2017	8594	33996
2018	8599	33991
2019	8602	33984
2020	8607	33981
2021	8611	33976
2022	8614	33969
2023	8618	33963
2024	8622	33958
2025	8626	33952
2026	8630	33946
2027	8634	33941
2028	8638	33938
2029	8642	33932
2030	8647	33929
2031	8651	33922
2032	8654	33917
2033	8658	33911
2034	8662	33906
2035	8666	33898
2036	8670	33893
2037	8673	33886
2038	8677	33881
2039	8681	33874
2040	8684	33867
2041	8688	33860
2042	8692	33854
2043	8696	33849
2044	8699	33842
2045	8703	33836
2046	8707	33831
2047	8711	33826
2048	8715	33818
2049	8718	33811
2050	8723	33808
2051	8726	33801
2052	8730	33795
2053	8734	33789
2054	8738	33783
2055	8742	33780
2056	8746	33772
2057	8749	33765
2058	8753	33758
2059	8757	33753
2060	8760	33745
2061	8764	33739
2062	8767	33732
2063	8770	33724
2064	8775	33718
2065	8778	33713
2066	8782	33706
2067	8786	33700
2068	8790	33694
2069	8794	33689
2070	8798	33685
2071	8802	33681
2072	8806	33676
2073	8811	33673
2074	8817	33676
2075	8822	33676
2076	8826	33671
2077	8831	33668
2078	8835	33664
2079	8839	33659
2080	8843	33652
2081	8847	33648
2082	8851	33642
2083	8855	33635
2084	8859	33632
2085	8864	33630
2086	8869	33630
2087	8873	33624
2088	8877	33619
2089	8881	33613
2090	8886	33613
2091	8891	33610
2092	8895	33606
2093	8899	33599
2094	8904	33597
2095	8908	33592
2096	8911	33586
2097	8915	33579
2098	8919	33574
2099	8923	33568
2100	8927	33562
2101	8931	33557
2102	8934	33550
2103	8939	33547
2104	8942	33540
2105	8946	33534
2106	8950	33528
2107	8954	33522
2108	8957	33515
2109	8961	33509
2110	8964	33502
2111	8968	33496
2112	8972	33489
2113	8975	33481
2114	8979	33476
2115	8983	33470
2116	8987	33466
2117	8993	33467
2118	8998	33469
2119	9004	33468
2120	9009	33466
2121	9013	33463
2122	9020	33467
2123	9029	33482
2124	9037	33491
2125	9040	33484
2126	9044	33477
2127	9048	33473
2128	9052	33466
2129	9055	33458
2130	9059	33452
2131	9062	33445
2132	9066	33437
2133	9069	33430
2134	9073	33424
2135	9076	33417
2136	9080	33410
2137	9084	33404
2138	9088	33401
2139	9092	33395
2140	9095	33388
2141	9100	33384
2142	9104	33378
2143	9109	33377
2144	9119	33396
2145	9134	33429
2146	9142	33439
2147	9148	33441
2148	9154	33444
2149	9162	33455
2150	9167	33453
2151	9171	33448
2152	9175	33441
2153	9180	33439
2154	9184	33436
2155	9188	33430
2156	9192	33423
2157	9196	33418
2158	9200	33412
2159	9204	33409
2160	9208	33402
2161	9211	33396
2162	9215	33390
2163	9219	33382
2164	9222	33375
2165	9226	33368
2166	9229	33361
2167	9232	33354
2168	9236	33347
2169	9240	33341
2170	9244	33338
2171	9248	33332
2172	9251	33324
2173	9256	33320
2174	9259	33313
2175	9263	33308
2176	9267	33301
2177	9270	33293
2178	9273	33285
2179	9276	33277
2180	9280	33270
2181	9283	33262
2182	9287	33256
2183	9290	33249
2184	9293	33241
2185	9297	33233
2186	9300	33225
2187	9303	33218
2188	9307	33210
2189	9310	33203
2190	9314	33197
2191	9318	33191
2192	9322	33186
2193	9326	33180
2194	9329	33174
2195	9333	33168
2196	9337	33161
2197	9340	33154
2198	9344	33148
2199	9347	33141
2200	9350	33133
2201	9354	33126
2202	9358	33120
2203	9361	33115
2204	9365	33109
2205	9369	33101
2206	9373	33097
2207	9376	33090
2208	9381	33086
2209	9384	33079
2210	9388	33073
2211	9391	33065
2212	9395	33058
2213	9398	33052
2214	9402	33047
2215	9406	33039
2216	9409	33032
2217	9412	33026
2218	9416	33018
2219	9419	33011
2220	9423	33004
2221	9426	32998
2222	9430	32991
2223	9433	32984
2224	9437	32977
2225	9440	32971
2226	9444	32964
2227	9447	32957
2228	9451	32949
2229	9454	32942
2230	9458	32937
2231	9462	32931
2232	9465	32924
2233	9468	32916
2234	9472	32909
2235	9475	32903
2236	9479	32895
2237	9483	32890
2238	9486	32882
2239	9490	32877
2240	9493	32870
2241	9497	32863
2242	9500	32857
2243	9504	32850
2244	9507	32843
2245	9511	32837
2246	9515	32831
2247	9518	32824
2248	9521	32816
2249	9525	32809
2250	9528	32802
2251	9532	32796
2252	9535	32789
2253	9539	32783
2254	9544	32780
2255	9547	32773
2256	9551	32767
2257	9554	32759
2258	9558	32753
2259	9561	32746
2260	9565	32739
2261	9568	32734
2262	9572	32729
2263	9576	32723
2264	9580	32717
2265	9586	32719
2266	9591	32717
2267	9596	32717
2268	9601	32715
2269	9605	32709
2270	9611	32711
2271	9615	32705
2272	9619	32700
2273	9622	32693
2274	9626	32688
2275	9630	32681
2276	9633	32675
2277	9637	32669
2278	9641	32663
2279	9644	32656
2280	9648	32649
2281	9651	32642
2282	9654	32634
2283	9657	32626
2284	9661	32619
2285	9665	32614
2286	9668	32608
2287	9672	32601
2288	9675	32595
2289	9679	32588
2290	9682	32580
2291	9686	32574
2292	9689	32567
2293	9693	32561
2294	9696	32554
2295	9700	32547
2296	9703	32540
2297	9706	32533
2298	9710	32526
2299	9713	32519
2300	9717	32513
2301	9720	32505
2302	9723	32497
2303	9726	32490
2304	9730	32483
2305	9733	32477
2306	9737	32470
2307	9740	32463
2308	9744	32456
2309	9747	32449
2310	9751	32443
2311	9754	32436
2312	9758	32430
2313	9761	32424
2314	9765	32417
2315	9769	32412
2316	9772	32404
2317	9776	32398
2318	9779	32392
2319	9783	32387
2320	9787	32381
2321	9790	32374
2322	9794	32368
2323	9797	32361
2324	9802	32357
2325	9805	32351
2326	9809	32345
2327	9813	32339
2328	9817	32334
2329	9820	32327
2330	9823	32320
2331	9827	32314
2332	9830	32307
2333	9834	32300
2334	9837	32293
2335	9841	32288
2336	9844	32281
2337	9848	32276
2338	9852	32269
2339	9855	32263
2340	9859	32257
2341	9863	32252
2342	9871	32259
2343	9879	32267
2344	9889	32283
2345	9897	32291
2346	9904	32295
2347	9913	32308
2348	9918	32305
2349	9923	32303
2350	9927	32300
2351	9932	32297
2352	9936	32292
2353	9939	32285
2354	9943	32278
2355	9946	32272
2356	9950	32267
2357	9955	32264
2358	9959	32258
2359	9963	32254
2360	9967	32251
2361	9971	32244
2362	9975	32238
2363	9979	32233
2364	9982	32228
2365	9986	32221
2366	9989	32215
2367	9994	32212
2368	9999	32210
2369	10010	32228
2370	10016	32227
2371	10019	32222
2372	10034	32252
2373	10040	32252
2374	10044	32246
2375	10048	32241
2376	10052	32239
2377	10056	32232
2378	10060	32227
2379	10063	32221
2380	10067	32215
2381	10071	32209
2382	10074	32202
2383	10078	32198
2384	10082	32193
2385	10086	32188
2386	10090	32180
2387	10093	32174
2388	10097	32168
2389	10100	32162
2390	10104	32156
2391	10107	32148
2392	10111	32143
2393	10115	32139
2394	10119	32133
2395	10123	32127
2396	10127	32123
2397	10130	32116
2398	10134	32111
2399	10138	32105
2400	10142	32099
2401	10145	32093
2402	10149	32087
2403	10153	32080
2404	10156	32073
2405	10160	32068
2406	10164	32062
2407	10167	32056
2408	10171	32050
2409	10175	32045
2410	10178	32039
2411	10185	32041
2412	10192	32046
2413	10198	32049
2414	10206	32055
2415	10214	32063
2416	10219	32061
2417	10222	32055
2418	10227	32050
2419	10230	32043
2420	10234	32038
2421	10238	32032
2422	10242	32028
2423	10246	32023
2424	10249	32016
2425	10253	32010
2426	10257	32006
2427	10260	32000
2428	10264	31994
2429	10268	31988
2430	10271	31981
2431	10275	31975
2432	10279	31970
2433	10282	31962
2434	10286	31956
2435	10289	31949
2436	10293	31943
2437	10296	31938
2438	10300	31930
2439	10304	31925
2440	10308	31921
2441	10311	31915
2442	10315	31909
2443	10319	31903
2444	10323	31899
2445	10327	31893
2446	10331	31888
2447	10334	31882
2448	10339	31878
2449	10343	31874
2450	10346	31867
2451	10350	31861
2452	10354	31857
2453	10359	31853
2454	10362	31848
2455	10366	31842
2456	10370	31838
2457	10375	31836
2458	10379	31831
2459	10383	31825
2460	10388	31823
2461	10393	31821
2462	10397	31816
2463	10403	31819
2464	10408	31815
2465	10411	31809
2466	10416	31805
2467	10420	31800
2468	10423	31795
2469	10427	31788
2470	10430	31782
2471	10434	31777
2472	10438	31771
2473	10442	31766
2474	10445	31759
2475	10449	31754
2476	10453	31747
2477	10456	31740
2478	10460	31734
2479	10464	31730
2480	10467	31724
2481	10471	31718
2482	10475	31712
2483	10478	31706
2484	10482	31700
2485	10486	31696
2486	10490	31689
2487	10494	31685
2488	10498	31680
2489	10502	31675
2490	10505	31669
2491	10509	31662
2492	10512	31657
2493	10516	31651
2494	10520	31646
2495	10524	31641
2496	10528	31635
2497	10531	31629
2498	10535	31624
2499	10540	31620
2500	10543	31614
2501	10547	31608
2502	10551	31603
2503	10554	31596
2504	10558	31591
2505	10562	31585
2506	10566	31581
2507	10570	31575
2508	10574	31570
2509	10578	31565
2510	10582	31560
2511	10585	31555
2512	10592	31556
2513	10598	31559
2514	10604	31561
2515	10629	31618
2516	10645	31647
2517	10663	31685
2518	10677	31711
2519	10686	31719
2520	10691	31717
2521	10697	31718
2522	10703	31720
2523	10708	31719
2524	10714	31720
2525	10720	31721
2526	10726	31720
2527	10731	31718
2528	10737	31720
2529	10744	31724
2530	10752	31730
2531	10757	31729
2532	10766	31737
2533	10769	31731
2534	10773	31726
2535	10777	31721
2536	10781	31716
2537	10785	31709
2538	10788	31703
2539	10792	31697
2540	10797	31695
2541	10800	31688
2542	10805	31685
2543	10809	31681
2544	10813	31676
2545	10817	31670
2546	10820	31663
2547	10824	31656
2548	10828	31651
2549	10832	31646
2550	10837	31644
2551	10841	31640
2552	10846	31637
2553	10850	31634
2554	10854	31628
2555	10858	31623
2556	10862	31618
2557	10865	31612
2558	10869	31607
2559	10873	31601
2560	10877	31596
2561	10880	31589
2562	10884	31584
2563	10888	31578
2564	10892	31573
2565	10896	31567
2566	10899	31561
2567	10903	31556
2568	10907	31550
2569	10911	31545
2570	10915	31540
2571	10919	31534
2572	10922	31528
2573	10926	31523
2574	10930	31517
2575	10934	31513
2576	10938	31507
2577	10942	31502
2578	10945	31495
2579	10949	31489
2580	10952	31483
2581	10956	31478
2582	10960	31472
2583	10964	31466
2584	10967	31460
2585	10971	31454
2586	10975	31450
2587	10978	31443
2588	10982	31436
2589	10985	31430
2590	10989	31424
2591	10997	31430
2592	11003	31433
2593	11008	31430
2594	11012	31424
2595	11016	31419
2596	11020	31413
2597	11023	31407
2598	11027	31403
2599	11031	31396
2600	11035	31391
2601	11038	31385
2602	11042	31378
2603	11045	31372
2604	11049	31365
2605	11052	31359
2606	11056	31353
2607	11059	31347
2608	11062	31340
2609	11066	31333
2610	11069	31327
2611	11073	31321
2612	11077	31316
2613	11081	31310
2614	11085	31305
2615	11089	31301
2616	11093	31296
2617	11097	31290
2618	11100	31284
2619	11104	31279
2620	11108	31273
2621	11112	31268
2622	11115	31262
2623	11119	31257
2624	11123	31251
2625	11127	31245
2626	11131	31240
2627	11135	31235
2628	11138	31230
2629	11142	31224
2630	11146	31219
2631	11149	31212
2632	11153	31208
2633	11157	31203
2634	11161	31197
2635	11165	31191
2636	11169	31188
2637	11173	31182
2638	11177	31178
2639	11181	31172
2640	11185	31168
2641	11190	31164
2642	11194	31160
2643	11198	31155
2644	11202	31150
2645	11206	31145
2646	11209	31139
2647	11214	31135
2648	11219	31132
2649	11225	31135
2650	11232	31139
2651	11237	31137
2652	11242	31134
2653	11250	31139
2654	11253	31133
2655	11257	31128
2656	11261	31123
2657	11265	31119
2658	11269	31113
2659	11273	31108
2660	11277	31102
2661	11280	31096
2662	11284	31089
2663	11288	31085
2664	11291	31078
2665	11295	31072
2666	11298	31065
2667	11302	31059
2668	11305	31053
2669	11309	31047
2670	11312	31041
2671	11316	31034
2672	11319	31028
2673	11323	31022
2674	11326	31016
2675	11330	31011
2676	11334	31004
2677	11337	30999
2678	11341	30993
2679	11345	30988
2680	11349	30982
2681	11352	30976
2682	11356	30970
2683	11359	30964
2684	11363	30957
2685	11366	30951
2686	11370	30947
2687	11374	30941
2688	11377	30934
2689	11381	30929
2690	11385	30923
2691	11389	30919
2692	11393	30914
2693	11397	30910
2694	11401	30903
2695	11404	30896
2696	11408	30891
2697	11411	30885
2698	11423	30900
2699	11432	30911
2700	11442	30921
2701	11454	30937
2702	11459	30935
2703	11467	30941
2704	11474	30945
2705	11478	30940
2706	11482	30934
2707	11486	30930
2708	11490	30924
2709	11494	30921
2710	11498	30916
2711	11502	30910
2712	11506	30904
2713	11510	30901
2714	11515	30897
2715	11519	30892
2716	11522	30886
2717	11526	30882
2718	11530	30875
2719	11534	30870
2720	11537	30863
2721	11541	30858
2722	11544	30852
2723	11548	30846
2724	11551	30839
2725	11555	30833
2726	11559	30828
2727	11562	30823
2728	11567	30818
2729	11570	30813
2730	11574	30808
2731	11577	30801
2732	11581	30796
2733	11586	30791
2734	11591	30789
2735	11594	30783
2736	11598	30777
2737	11601	30771
2738	11606	30767
2739	11609	30761
2740	11613	30755
2741	11616	30749
2742	11620	30742
2743	11624	30737
2744	11628	30732
2745	11632	30728
2746	11636	30723
2747	11640	30720
2748	11645	30717
2749	11649	30712
2750	11653	30708
2751	11658	30704
2752	11661	30698
2753	11665	30692
2754	11668	30686
2755	11672	30680
2756	11676	30675
2757	11680	30670
2758	11684	30665
2759	11687	30659
2760	11691	30654
2761	11695	30649
2762	11699	30644
2763	11703	30638
2764	11707	30635
2765	11712	30630
2766	11715	30624
2767	11718	30618
2768	11723	30615
2769	11727	30610
2770	11730	30603
2771	11734	30597
2772	11738	30592
2773	11742	30588
2774	11746	30584
2775	11751	30581
2776	11755	30577
2777	11760	30574
2778	11764	30569
2779	11768	30564
2780	11776	30568
2781	11782	30570
2782	11788	30571
2783	11794	30569
2784	11801	30573
2785	11805	30568
2786	11809	30563
2787	11813	30560
2788	11817	30554
2789	11821	30549
2790	11824	30543
2791	11828	30537
2792	11831	30530
2793	11835	30524
2794	11839	30520
2795	11843	30514
2796	11847	30511
2797	11851	30505
2798	11855	30501
2799	11859	30495
2800	11862	30489
2801	11866	30484
2802	11870	30479
2803	11874	30473
2804	11878	30467
2805	11881	30462
2806	11884	30455
2807	11888	30449
2808	11892	30443
2809	11896	30439
2810	11900	30434
2811	11903	30428
2812	11907	30422
2813	11911	30417
2814	11914	30411
2815	11918	30405
2816	11922	30400
2817	11925	30393
2818	11929	30388
2819	11933	30382
2820	11936	30377
2821	11940	30371
2822	11944	30366
2823	11948	30361
2824	11951	30355
2825	11955	30350
2826	11959	30344
2827	11963	30340
2828	11969	30339
2829	11972	30333
2830	11976	30328
2831	11980	30323
2832	11984	30318
2833	11988	30314
2834	11998	30324
2835	12008	30333
2836	12012	30329
2837	12016	30325
2838	12020	30319
2839	12023	30313
2840	12027	30308
2841	12031	30303
2842	12036	30299
2843	12039	30293
2844	12043	30288
2845	12047	30283
2846	12051	30279
2847	12055	30273
2848	12058	30267
2849	12062	30262
2850	12066	30256
2851	12070	30251
2852	12073	30244
2853	12076	30238
2854	12080	30231
2855	12083	30226
2856	12087	30220
2857	12090	30213
2858	12094	30207
2859	12097	30201
2860	12100	30195
2861	12104	30189
2862	12108	30183
2863	12112	30178
2864	12115	30173
2865	12119	30168
2866	12122	30161
2867	12126	30155
2868	12129	30148
2869	12132	30142
2870	12136	30136
2871	12140	30132
2872	12144	30125
2873	12147	30119
2874	12151	30114
2875	12155	30110
2876	12159	30104
2877	12163	30099
2878	12166	30093
2879	12170	30087
2880	12173	30081
2881	12177	30075
2882	12180	30068
2883	12184	30064
2884	12188	30059
2885	12191	30052
2886	12195	30048
2887	12199	30042
2888	12202	30035
2889	12206	30030
2890	12210	30024
2891	12213	30018
2892	12216	30011
2893	12220	30005
2894	12223	30000
2895	12230	30001
2896	12237	30005
2897	12249	30019
2898	12260	30030
2899	12269	30037
2900	12275	30038
2901	12284	30046
2902	12289	30045
2903	12293	30039
2904	12297	30033
2905	12300	30027
2906	12303	30021
2907	12307	30016
2908	12311	30009
2909	12315	30004
2910	12318	29997
2911	12321	29991
2912	12325	29986
2913	12329	29980
2914	12333	29977
2915	12336	29970
2916	12340	29964
2917	12344	29959
2918	12348	29954
2919	12351	29949
2920	12355	29943
2921	12358	29936
2922	12362	29930
2923	12365	29924
2924	12368	29918
2925	12372	29912
2926	12375	29906
2927	12379	29900
2928	12382	29894
2929	12387	29889
2930	12391	29884
2931	12395	29880
2932	12398	29874
2933	12401	29867
2934	12405	29863
2935	12409	29857
2936	12412	29850
2937	12416	29845
2938	12420	29839
2939	12423	29833
2940	12427	29828
2941	12430	29821
2942	12434	29816
2943	12437	29810
2944	12441	29805
2945	12445	29799
2946	12448	29792
2947	12452	29786
2948	12455	29781
2949	12459	29776
2950	12463	29770
2951	12466	29764
2952	12470	29760
2953	12474	29755
2954	12478	29750
2955	12481	29743
2956	12485	29737
2957	12488	29731
2958	12492	29725
2959	12495	29719
2960	12499	29713
2961	12502	29708
2962	12506	29703
2963	12510	29697
2964	12514	29693
2965	12518	29687
2966	12522	29682
2967	12525	29676
2968	12529	29671
2969	12533	29665
2970	12536	29660
2971	12540	29655
2972	12544	29651
2973	12548	29645
2974	12551	29639
2975	12555	29634
2976	12559	29627
2977	12563	29623
2978	12567	29618
2979	12570	29612
2980	12574	29606
2981	12577	29600
2982	12581	29595
2983	12585	29591
2984	12589	29585
2985	12592	29579
2986	12596	29574
2987	12601	29571
2988	12606	29570
2989	12612	29570
2990	12618	29568
2991	12621	29563
2992	12625	29557
2993	12628	29550
2994	12632	29545
2995	12635	29539
2996	12639	29534
2997	12643	29529
2998	12646	29523
2999	12650	29518
3000	12654	29512
3001	12657	29506
3002	12661	29500
3003	12664	29494
3004	12668	29488
3005	12672	29483
3006	12675	29477
3007	12679	29472
3008	12682	29466
3009	12686	29461
3010	12690	29457
3011	12695	29454
3012	12702	29457
3013	12708	29455
3014	12712	29452
3015	12717	29449
3016	12721	29444
3017	12724	29438
3018	12728	29432
3019	12732	29428
3020	12736	29423
3021	12740	29418
3022	12743	29412
3023	12747	29406
3024	12750	29400
3025	12753	29394
3026	12757	29387
3027	12760	29381
3028	12764	29377
3029	12768	29372
3030	12772	29367
3031	12776	29362
3032	12780	29357
3033	12784	29353
3034	12793	29360
3035	12802	29366
3036	12807	29364
3037	12813	29364
3038	12818	29361
3039	12822	29356
3040	12828	29357
3041	12832	29351
3042	12835	29345
3043	12839	29340
3044	12843	29334
3045	12846	29328
3046	12850	29322
3047	12853	29316
3048	12856	29309
3049	12860	29304
3050	12863	29297
3051	12866	29291
3052	12871	29289
3053	12875	29283
3054	12878	29277
3055	12882	29271
3056	12885	29265
3057	12889	29260
3058	12892	29254
3059	12896	29249
3060	12901	29245
3061	12905	29242
3062	12909	29236
3063	12913	29231
3064	12916	29225
3065	12920	29220
3066	12923	29214
3067	12927	29208
3068	12930	29202
3069	12934	29197
3070	12937	29191
3071	12941	29185
3072	12946	29183
3073	12951	29180
3074	12957	29180
3075	12966	29187
3076	12971	29184
3077	12979	29189
3078	12988	29195
3079	13002	29214
3080	13013	29224
3081	13030	29248
3082	13041	29260
3083	13055	29276
3084	13064	29283
3085	13069	29282
3086	13074	29278
3087	13080	29277
3088	13084	29274
3089	13088	29268
3090	13093	29265
3091	13096	29260
3092	13100	29255
3093	13104	29250
3094	13108	29245
3095	13112	29241
3096	13117	29237
3097	13121	29233
3098	13125	29229
3099	13129	29224
3100	13133	29219
3101	13137	29214
3102	13141	29210
3103	13146	29206
3104	13150	29201
3105	13154	29196
3106	13158	29192
3107	13162	29188
3108	13166	29183
3109	13171	29179
3110	13175	29176
3111	13181	29174
3112	13184	29168
3113	13190	29168
3114	13194	29164
3115	13198	29159
3116	13202	29154
3117	13206	29150
3118	13211	29145
3119	13214	29140
3120	13218	29135
3121	13222	29130
3122	13226	29125
3123	13230	29119
3124	13233	29113
3125	13237	29108
3126	13240	29102
3127	13244	29097
3128	13248	29092
3129	13252	29087
3130	13256	29082
3131	13260	29077
3132	13263	29072
3133	13268	29068
3134	13272	29063
3135	13277	29060
3136	13280	29054
3137	13284	29049
3138	13288	29044
3139	13291	29038
3140	13294	29032
3141	13298	29026
3142	13302	29020
3143	13306	29016
3144	13309	29010
3145	13313	29005
3146	13317	28999
3147	13320	28994
3148	13324	28989
3149	13327	28982
3150	13331	28977
3151	13335	28972
3152	13339	28967
3153	13343	28962
3154	13347	28958
3155	13350	28951
3156	13355	28948
3157	13359	28943
3158	13362	28938
3159	13366	28933
3160	13371	28930
3161	13375	28925
3162	13379	28920
3163	13383	28914
3164	13387	28910
3165	13391	28905
3166	13395	28901
3167	13399	28895
3168	13403	28892
3169	13406	28886
3170	13411	28882
3171	13415	28877
3172	13419	28873
3173	13424	28871
3174	13430	28870
3175	13436	28869
3176	13442	28868
3177	13446	28865
3178	13453	28865
3179	13458	28863
3180	13461	28857
3181	13466	28853
3182	13470	28848
3183	13474	28844
3184	13477	28838
3185	13482	28835
3186	13486	28830
3187	13490	28825
3188	13493	28819
3189	13497	28814
3190	13500	28808
3191	13505	28803
3192	13508	28798
3193	13512	28794
3194	13516	28788
3195	13520	28784
3196	13524	28778
3197	13527	28773
3198	13531	28768
3199	13535	28762
3200	13538	28756
3201	13542	28751
3202	13546	28747
3203	13550	28741
3204	13553	28735
3205	13557	28730
3206	13561	28725
3207	13564	28719
3208	13569	28716
3209	13573	28710
3210	13577	28706
3211	13580	28700
3212	13585	28696
3213	13593	28701
3214	13600	28703
3215	13605	28699
3216	13608	28693
3217	13612	28689
3218	13617	28686
3219	13621	28681
3220	13626	28677
3221	13630	28673
3222	13634	28669
3223	13639	28666
3224	13643	28661
3225	13647	28657
3226	13651	28652
3227	13654	28646
3228	13658	28641
3229	13662	28635
3230	13666	28630
3231	13669	28624
3232	13673	28619
3233	13677	28614
3234	13681	28611
3235	13685	28605
3236	13689	28600
3237	13692	28594
3238	13696	28588
3239	13699	28582
3240	13702	28576
3241	13706	28571
