iter	RMSE
572	166.6274708
573	166.5603656
574	166.4843444
575	166.3897772
576	166.324015
577	166.173019
578	166.0620099
579	166.0165143
580	165.9491552
581	165.9043906
582	165.8295054
583	165.6780179
584	165.6121176
585	165.5413615
586	165.391606
587	165.3349035
588	165.2752768
589	165.2078029
590	165.0563297
591	164.9667639
592	164.9152551
593	164.8519059
594	164.7594458
595	164.7081633
596	164.5844472
597	164.5202634
598	164.4442831
599	164.3626868
600	164.3266134
601	164.2513436
602	164.2118131
603	164.1687757
604	164.0996838
605	164.0382153
606	164.0203009
607	163.9611807
608	163.8671026
609	163.8179977
610	163.6978824
611	163.6352292
612	163.5517817
613	163.4282893
614	163.380631
615	163.3149673
616	163.1939182
617	163.1356762
618	163.0713698
619	163.0013013
620	162.9480301
621	162.8947151
622	162.8224576
623	162.8129806
624	162.7455446
625	162.7051148
626	162.6189419
627	162.5882221
628	162.5147718
629	162.4383659
630	162.3852764
631	162.2906621
632	162.1818422
633	162.033637
634	161.9487223
635	161.9076899
636	161.8482068
637	161.7584599
638	161.6959006
639	161.6486906
640	161.5015817
641	161.4351698
642	161.4257799
643	161.3816482
644	161.2808401
645	161.2555551
646	161.1953496
647	161.1479492
648	161.0494476
649	160.999227
650	160.9240296
651	160.8768143
652	160.8315305
653	160.816291
654	160.7608707
655	160.7312033
656	160.6713362
657	160.5964289
658	160.5843181
659	160.5359657
660	160.4560839
661	160.4061576
662	160.3860834
663	160.3247726
664	160.2670077
665	160.2240771
666	160.0888016
667	159.991605
668	159.8966817
669	159.8543991
670	159.795319
671	159.6883643
672	159.6211588
673	159.5562612
674	159.5192133
675	159.474204
676	159.3792488
677	159.3453456
678	159.2551217
679	159.213874
680	159.1670683
681	159.1147651
682	159.0709454
683	158.9189348
684	158.8770971
685	158.8620131
686	158.7612141
687	158.6408035
688	158.6039917
689	158.5558897
690	158.5331183
691	158.5135542
692	158.4522457
693	158.4302109
694	158.3404972
695	158.2962507
696	158.26029
697	158.1539531
698	158.1088713
699	158.0620701
700	158.0195282
701	157.9588756
702	157.9260473
703	157.8848328
704	157.8718293
705	157.8378628
706	157.793904
707	157.7775954
708	157.7433001
709	157.6886657
710	157.6432571
711	157.6046512
712	157.5799296
713	157.5246005
714	157.4856676
715	157.4386825
716	157.417873
717	157.3578871
718	157.3171243
719	157.2833412
720	157.2307847
721	157.1773689
722	157.1486945
723	157.0344607
724	156.9971758
725	156.900054
726	156.8549212
727	156.8243822
728	156.7823643
729	156.7481774
730	156.6364164
731	156.6031274
732	156.5676231
733	156.5071255
734	156.3858977
735	156.3329403
736	156.2909267
737	156.2661064
738	156.247769
739	156.2054152
740	156.1936469
741	156.1638847
742	156.0541453
743	156.0101489
744	155.9604531
745	155.9244043
746	155.8905172
747	155.7827131
748	155.7280199
749	155.6919251
750	155.6802793
751	155.6487747
752	155.6257108
753	155.569515
754	155.5010015
755	155.4814897
756	155.4327315
757	155.4012298
758	155.3808233
759	155.3285505
760	155.2927073
761	155.2599157
762	155.2162022
763	155.181399
764	155.151096
765	155.1027323
766	155.0976942
767	155.0627033
768	155.0521033
769	155.036366
770	154.9974448
771	154.9593333
772	154.9503227
773	154.8933841
774	154.8458488
775	154.8136909
776	154.7556595
777	154.6799256
778	154.6046544
779	154.5902
780	154.5590247
781	154.5292855
782	154.5149741
783	154.505987
784	154.4963936
785	154.4623516
786	154.4429539
787	154.4339177
788	154.3911594
789	154.3499899
790	154.3331367
791	154.3037335
792	154.2773371
793	154.2142182
794	154.2055698
795	154.1820631
796	154.165833
797	154.1376965
798	154.1087822
799	154.0769322
800	154.0330899
801	154.0084671
802	153.9241005
803	153.8850432
804	153.8174666
805	153.7996174
806	153.7872825
807	153.7530909
808	153.7264796
809	153.7177537
810	153.6806055
811	153.6719024
812	153.6414497
813	153.6299131
814	153.6004483
815	153.5730135
816	153.5245522
817	153.5027869
818	153.4568611
819	153.4176262
820	153.4024914
821	153.348429
822	153.3284965
823	153.3239994
824	153.2294059
825	153.2012043
826	153.1710967
827	153.1348244
828	153.1208888
829	153.1116721
830	153.1034062
831	153.0766622
832	153.0720936
833	153.0677048
834	153.030426
835	152.9296764
836	152.9251826
837	152.9042258
838	152.8882466
839	152.8732132
840	152.8420689
841	152.8299118
842	152.8112273
843	152.7623492
844	152.708662
845	152.6851028
846	152.6289784
847	152.5815088
848	152.5682831
849	152.5468075
850	152.5202895
851	152.4255908
852	152.3994082
853	152.3724994
854	152.3592413
855	152.330651
856	152.2839289
857	152.2436263
858	152.2139568
859	152.1936465
860	152.1480522
861	152.1139468
862	152.0743168
863	152.045129
864	152.0096141
865	151.9864724
866	151.9719817
867	151.9348275
868	151.8950175
869	151.8678777
870	151.8529762
871	151.8164341
872	151.7912356
873	151.7752224
874	151.7617253
875	151.7351402
876	151.7244385
877	151.7067069
878	151.6934875
879	151.6825258
880	151.6625715
881	151.6287448
882	151.6041025
883	151.5674987
884	151.5490287
885	151.514714
886	151.4826495
887	151.4786105
888	151.4745401
889	151.4069638
890	151.4029331
891	151.3833212
892	151.3533917
893	151.3474781
894	151.2988924
895	151.2740765
896	151.1683816
897	151.1541321
898	151.1405152
899	151.0401589
900	151.0089196
901	150.9736848
902	150.9490055
903	150.9276491
904	150.9067574
905	150.8565523
906	150.8040003
907	150.7856674
908	150.7727545
909	150.6910118
910	150.6623912
911	150.6418888
912	150.6110377
913	150.5657056
914	150.5531905
915	150.5412167
916	150.5173176
917	150.4987259
918	150.4926125
919	150.4854305
920	150.4641522
921	150.4459502
922	150.4096536
923	150.3829581
924	150.3738732
925	150.3580691
926	150.3207735
927	150.3092844
928	150.2811463
929	150.2468104
930	150.2344088
931	150.2065055
932	150.1371641
933	150.1109622
934	150.0764945
935	150.0442267
936	150.0400696
937	150.0053433
938	149.9901481
939	149.9641834
940	149.9494102
941	149.8776478
942	149.844353
943	149.8322296
944	149.8044433
945	149.76823
946	149.7407504
947	149.7206157
948	149.6467067
949	149.6397425
950	149.6330382
951	149.609685
952	149.5358805
953	149.5168017
954	149.4857467
955	149.4627364
956	149.409746
957	149.4048938
958	149.3935516
959	149.3614782
960	149.3285418
961	149.2637394
962	149.1867598
963	149.1786032
964	149.1562663
965	149.1307253
966	149.1014962
967	149.0788752
968	149.0296148
969	149.0111985
970	148.9888687
971	148.9620261
972	148.9550507
973	148.9337996
974	148.922597
975	148.9032475
976	148.871708
977	148.8652475
978	148.8397706
979	148.8230895
980	148.79812
981	148.7722543
982	148.7543865
983	148.736271
984	148.7264554
985	148.6964448
986	148.6566065
987	148.6502879
988	148.6250132
989	148.5923376
990	148.5784971
991	148.5013128
992	148.4949217
993	148.4721115
994	148.4613665
995	148.4491414
996	148.4291008
997	148.4063225
998	148.3891147
999	148.3710583
1000	148.3645846
1001	148.3530365
1002	148.3099222
1003	148.2839516
1004	148.2706697
1005	148.2628313
1006	148.1570584
1007	148.1274294
1008	148.1040494
1009	148.0919703
1010	148.0749746
1011	148.0688661
1012	148.0527819
1013	148.03978
1014	147.9582252
1015	147.930925
1016	147.90804
1017	147.8796023
1018	147.8697702
1019	147.8499813
1020	147.8330487
1021	147.8271846
1022	147.8087956
1023	147.7541278
1024	147.6908841
1025	147.6682893
1026	147.6563821
1027	147.6386641
1028	147.5565889
1029	147.5390574
1030	147.5285139
1031	147.466389
1032	147.4047615
1033	147.3906674
1034	147.3678845
1035	147.32875
1036	147.305673
1037	147.2445122
1038	147.2153395
1039	147.1976787
1040	147.1826354
1041	147.1067101
1042	147.0774741
1043	147.064743
1044	146.9629704
1045	146.9395221
1046	146.9180283
1047	146.9102702
1048	146.8812174
1049	146.8571933
1050	146.8235531
1051	146.8118172
1052	146.7917623
1053	146.7798595
1054	146.7630804
1055	146.7414416
1056	146.7301907
1057	146.7082509
1058	146.6902652
1059	146.6529271
1060	146.6424039
1061	146.5439017
1062	146.5152695
1063	146.4746354
1064	146.4549234
1065	146.4360408
1066	146.4272113
1067	146.4104265
1068	146.3377615
1069	146.3208438
1070	146.3092654
1071	146.2834569
1072	146.2626353
1073	146.2442266
1074	146.2295301
1075	146.1751846
1076	146.1523364
1077	146.1266334
1078	146.1136132
1079	146.1023399
1080	146.0790479
1081	146.0719679
1082	146.0010766
1083	145.9050568
1084	145.8939611
1085	145.8785789
1086	145.8653911
1087	145.8602674
1088	145.8239204
1089	145.8188303
1090	145.7922222
1091	145.7662637
1092	145.7607708
1093	145.7278515
1094	145.717354
1095	145.7019943
1096	145.692489
1097	145.6712248
1098	145.6403205
1099	145.6129922
1100	145.5931435
1101	145.5282415
1102	145.4339532
1103	145.4141833
1104	145.3916796
1105	145.345275
1106	145.2895337
1107	145.2826516
1108	145.2714873
1109	145.2594864
1110	145.2455561
1111	145.2174909
1112	145.125437
1113	145.0921649
1114	145.0367485
1115	144.9446129
1116	144.9359905
1117	144.8449432
1118	144.8211317
1119	144.7313152
1120	144.7226354
1121	144.6894661
1122	144.6713893
1123	144.5816951
1124	144.560576
1125	144.5419931
1126	144.4983027
1127	144.461975
1128	144.4313946
1129	144.4059552
1130	144.3956195
1131	144.3798758
1132	144.2916288
1133	144.2039916
1134	144.1936791
1135	144.1887287
1136	144.1627073
1137	144.1421166
1138	144.1126359
1139	144.0267562
1140	144.0006114
1141	143.9146964
1142	143.865255
1143	143.8331822
1144	143.8151701
1145	143.7879042
1146	143.7253359
1147	143.7182675
1148	143.7084672
1149	143.698729
1150	143.6107021
1151	143.5928241
1152	143.5419878
1153	143.5274528
1154	143.5051495
1155	143.4712067
1156	143.4631369
1157	143.44554
1158	143.4091038
1159	143.4025898
1160	143.3499512
1161	143.3332176
1162	143.3287166
1163	143.2868062
1164	143.2772908
1165	143.2598792
1166	143.217888
1167	143.2006667
1168	143.1836409
1169	143.1772571
1170	143.0951627
1171	143.0564073
1172	143.0394127
1173	143.0101109
1174	142.9930684
1175	142.9796246
1176	142.9656953
1177	142.8839584
1178	142.8747833
1179	142.8456347
1180	142.7646927
1181	142.7306362
1182	142.7025862
1183	142.6225576
1184	142.5438212
1185	142.531575
1186	142.5219728
1187	142.5132001
1188	142.5024649
1189	142.4934663
1190	142.4580927
1191	142.4279309
1192	142.4184604
1193	142.4126667
1194	142.3350791
1195	142.2574151
1196	142.1943965
1197	142.1178819
1198	142.0933528
1199	142.084024
1200	142.0080849
1201	141.9704832
1202	141.9644657
1203	141.8889935
1204	141.8784219
1205	141.8643893
1206	141.8558452
1207	141.7820149
1208	141.7760645
1209	141.7092946
1210	141.5960836
1211	141.5722173
1212	141.5409157
1213	141.4678007
1214	141.3955791
1215	141.3856398
1216	141.3136973
1217	141.3054337
1218	141.2900461
1219	141.2771693
1220	141.2527595
1221	141.2336087
1222	141.2222321
1223	141.210513
1224	141.1480764
1225	141.0768629
1226	141.0713845
1227	141.0098455
1228	140.9822696
1229	140.9127353
1230	140.9043385
1231	140.8992329
1232	140.8842748
1233	140.8192641
1234	140.7509294
1235	140.7271011
1236	140.6634463
1237	140.6073652
1238	140.5318876
1239	140.5085207
1240	140.4339199
1241	140.3747291
1242	140.3121063
1243	140.2976487
1244	140.2751649
1245	140.2084892
1246	140.142183
1247	140.1328501
1248	140.10955
1249	140.0538182
1250	140.0498116
1251	139.9849977
1252	139.9629333
1253	139.8984252
1254	139.8340153
1255	139.7702076
1256	139.7623212
1257	139.7091013
1258	139.6736883
1259	139.6154892
1260	139.6098562
1261	139.5592901
1262	139.4975048
1263	139.4437367
1264	139.3844158
1265	139.3120052
1266	139.2854648
1267	139.2243563
1268	139.1642335
1269	139.1147109
1270	139.0904902
1271	139.0818871
1272	139.0555763
1273	139.0410245
1274	139.0214914
1275	138.9951803
1276	138.9462311
1277	138.8733214
1278	138.8503456
1279	138.7912703
1280	138.7327207
1281	138.7026943
1282	138.6445736
1283	138.6396338
1284	138.5815862
1285	138.5537452
1286	138.5462784
1287	138.5280258
1288	138.4801611
1289	138.411402
1290	138.4021302
1291	138.3836076
1292	138.3781219
1293	138.3556458
1294	138.3371632
1295	138.3241421
1296	138.300254
1297	138.2918172
1298	138.2348921
1299	138.2286547
1300	138.1787805
1301	138.1675521
1302	138.1601713
1303	138.0930742
1304	138.042265
1305	138.0323884
1306	138.0077486
1307	137.9991636
1308	137.9827107
1309	137.9745021
1310	137.9510414
1311	137.9428353
1312	137.917311
1313	137.9062032
1314	137.9009037
1315	137.8777662
1316	137.8220671
1317	137.8155889
1318	137.807562
1319	137.796633
1320	137.7717512
1321	137.7443006
1322	137.6723737
1323	137.649282
1324	137.6384229
1325	137.6203534
1326	137.5962455
1327	137.5904938
1328	137.5796195
1329	137.5711976
1330	137.5585251
1331	137.5471709
1332	137.4794288
1333	137.4627453
1334	137.4172345
1335	137.3930385
1336	137.3733494
1337	137.348878
1338	137.294144
1339	137.2687498
1340	137.2462144
1341	137.2376096
1342	137.2253092
1343	137.1586886
1344	137.1325134
1345	137.125162
1346	137.1049576
1347	137.0060423
1348	136.9952283
1349	136.9743114
1350	136.9105352
1351	136.8899142
1352	136.8658013
1353	136.8585019
1354	136.7949892
1355	136.784506
1356	136.7642389
1357	136.7598049
1358	136.6962427
1359	136.6899387
1360	136.6778069
1361	136.6657315
1362	136.6032564
1363	136.5912317
1364	136.5861943
1365	136.5689122
1366	136.5620613
1367	136.5544342
1368	136.5022428
1369	136.4762679
1370	136.4155159
1371	136.4096965
1372	136.3861019
1373	136.3813097
1374	136.3643366
1375	136.3201693
1376	136.222848
1377	136.2180923
1378	136.1962652
1379	136.1864732
1380	136.1812861
1381	136.1595135
1382	136.1411276
1383	136.1194323
1384	136.0711823
1385	136.0545752
1386	136.0498808
1387	135.9538029
1388	135.9463684
1389	135.9346568
1390	135.9131596
1391	135.9016165
1392	135.8898923
1393	135.8835511
1394	135.8776183
1395	135.8660906
1396	135.7809955
1397	135.7760394
1398	135.7663665
1399	135.7618008
1400	135.6647159
1401	135.6557142
1402	135.6343898
1403	135.6272354
1404	135.5239858
1405	135.4618398
1406	135.4406447
1407	135.3935899
1408	135.3706141
1409	135.3649837
1410	135.3590733
1411	135.3359983
1412	135.3150371
1413	135.2562774
1414	135.240061
1415	135.2305673
1416	135.1359489
1417	135.1300013
1418	135.0706768
1419	135.0247442
1420	135.0154088
1421	134.9916653
1422	134.9708838
1423	134.9661236
1424	134.9502078
1425	134.9241595
1426	134.9050105
1427	134.8879602
1428	134.7870668
1429	134.6872809
1430	134.6779876
1431	134.6275965
1432	134.5287906
1433	134.4363362
1434	134.3862157
1435	134.3751049
1436	134.3690107
1437	134.3513182
1438	134.3309221
1439	134.2395291
1440	134.1958593
1441	134.1848469
1442	134.1693188
1443	134.1600047
1444	134.0695113
1445	133.9682963
1446	133.9480156
1447	133.9388789
1448	133.8531401
1449	133.8313119
1450	133.7892616
1451	133.7718506
1452	133.6869615
1453	133.6669371
1454	133.659964
1455	133.6536304
1456	133.6336778
1457	133.5874776
1458	133.5833029
1459	133.5606005
1460	133.5453991
1461	133.5286397
1462	133.5194298
1463	133.502793
1464	133.4074077
1465	133.3130487
1466	133.3041654
1467	133.2107797
1468	133.2058872
1469	133.2000303
1470	133.1554711
1471	133.0885175
1472	132.9964848
1473	132.9523426
1474	132.9483266
1475	132.9065381
1476	132.8155221
1477	132.7708753
1478	132.7513846
1479	132.7036699
1480	132.61369
1481	132.6032426
1482	132.5215109
1483	132.5021972
1484	132.4962028
1485	132.48696
1486	132.4462041
1487	132.3654621
1488	132.3604454
1489	132.272113
1490	132.2077466
1491	132.1637401
1492	132.1171131
1493	132.0238331
1494	131.9834656
1495	131.9644991
1496	131.9585569
1497	131.9440136
1498	131.9005262
1499	131.8574104
1500	131.8429617
1501	131.7638632
1502	131.7549303
1503	131.744796
1504	131.7347094
1505	131.7308871
1506	131.6411235
1507	131.6234088
1508	131.6185272
1509	131.614739
1510	131.5288966
1511	131.4831198
1512	131.4763474
1513	131.4620919
1514	131.4196341
1515	131.411411
1516	131.4047158
1517	131.39932
1518	131.3468408
1519	131.3431428
1520	131.3350458
1521	131.3298514
1522	131.3253582
1523	131.3172789
1524	131.3032828
1525	131.2836758
1526	131.1933176
1527	131.1747177
1528	131.1691163
1529	131.0852768
1530	131.0323424
1531	130.9553156
1532	130.8934944
1533	130.8516745
1534	130.8128543
1535	130.807483
1536	130.8030735
1537	130.7271887
1538	130.6858781
1539	130.6775546
1540	130.6181798
1541	130.6084605
1542	130.5968684
1543	130.5872133
1544	130.5250804
1545	130.4436419
1546	130.3692045
1547	130.2831399
1548	130.2196847
1549	130.2101046
1550	130.1694417
1551	130.131255
1552	130.1267128
1553	130.0831278
1554	130.0737208
1555	130.0691992
1556	130.065178
1557	129.9803541
1558	129.9636528
1559	129.9543345
1560	129.8752086
1561	129.8361511
1562	129.8294435
1563	129.8251715
1564	129.8217469
1565	129.8124826
1566	129.8049124
1567	129.7211416
1568	129.681424
1569	129.6644194
1570	129.6602078
1571	129.5769791
1572	129.5569194
1573	129.5535618
1574	129.5158996
1575	129.4776229
1576	129.4333894
1577	129.3961529
1578	129.3871356
1579	129.3049466
1580	129.2301001
1581	129.1492047
1582	129.1323848
1583	129.0956777
1584	129.0867145
1585	129.0503159
1586	129.0457685
1587	128.9846409
1588	128.9758081
1589	128.9588486
1590	128.899246
1591	128.823111
1592	128.7802064
1593	128.771475
1594	128.6921515
1595	128.6746932
1596	128.6663637
1597	128.6616035
1598	128.6126939
1599	128.608306
1600	128.5592898
1601	128.5417589
1602	128.533137
1603	128.5157221
1604	128.4788943
1605	128.4726129
1606	128.455401
1607	128.4521498
1608	128.4169029
1609	128.4097046
1610	128.4071474
1611	128.3987042
1612	128.3904918
1613	128.3121424
1614	128.2944215
1615	128.2912184
1616	128.2868663
1617	128.2696542
1618	128.1918937
1619	128.1618763
1620	128.1449169
1621	128.1279897
1622	128.123661
1623	128.1062522
1624	128.0978517
1625	128.0207394
1626	128.0123984
1627	127.9932767
1628	127.9742891
1629	127.9001972
1630	127.8640602
1631	127.8557856
1632	127.7799203
1633	127.7126881
1634	127.7097976
1635	127.7015836
1636	127.6668526
1637	127.6639753
1638	127.6509841
1639	127.6152315
1640	127.610726
1641	127.6011778
1642	127.5121685
1643	127.4395776
1644	127.376788
1645	127.3640229
1646	127.293946
1647	127.2705644
1648	127.2661598
1649	127.2489791
1650	127.214744
1651	127.1489147
1652	127.1331302
1653	127.1250348
1654	127.1084211
1655	127.0891061
1656	127.0541524
1657	127.0350121
1658	127.0159541
1659	126.9970302
1660	126.9930007
1661	126.9862397
1662	126.9782865
1663	126.9621563
1664	126.9561913
1665	126.9397384
1666	126.9210331
1667	126.9117598
1668	126.8649305
1669	126.8324455
1670	126.8165126
1671	126.8040967
1672	126.7882521
1673	126.7839282
1674	126.7654986
1675	126.6927373
1676	126.6862721
1677	126.6824947
1678	126.6747784
1679	126.6717936
1680	126.6676492
